BASIC,BASIC,BASIC,BASIC,BASIC,BASE,BASE,BASE,BASE,BASE,BASE,BASE,USAGE,USAGE,USAGE,USAGE,USAGE,USAGE,USAGE,USAGE,USAGE,USAGE
,Kimani  Vidal,LAC,RB,1,1,0,0,0,1,0,0,47,68.116,31,88.571,2.857,0,0,0,13,20
,KeAndre  Lambert-Smith,LAC,WR,1,1,0,0,0,1,0,0,4,5.797,2,5.714,2.857,1,100,2.564,1,1.538
,Jordan  Whittington,LA,WR,1,0,0,0,0,0,0,0,31,40.26,19,55.882,0,,0,,0,0
,Kyren  Williams,LA,RB,1,0,0,0,0,0,0,0,52,67.532,26,76.471,0,,0,,25,32.468
,Konata  Mumpfield,LA,WR,1,0,0,0,0,0,0,0,25,32.468,5,14.706,0,,0,,0,0
,Taysom  Hill,NO,QB,1,0,0,0,0,0,0,0,9,22.5,3,11.538,0,,0,,4,10
,Foster  Moreau,NO,TE,1,0,0,0,0,0,0,0,15,37.5,6,23.077,0,,0,,0,0
,Devaughn  Vele,NO,WR,1,0,0,0,0,0,0,0,11,27.5,7,26.923,0,,0,,0,0
,Blake  Corum,LA,RB,1,0,0,0,0,0,0,0,21,27.273,8,23.529,0,,0,,13,16.883
,Jack  Stoll,NO,TE,1,0,0,0,0,0,0,0,9,22.5,2,7.692,0,,0,,0,0
,Tyler  Lockett,LV,WR,1,1,0,0,0,1,0,0,18,29.032,12,29.268,2.439,1,100,2.326,1,1.667
,Johnny  Mundt,JAX,TE,1,0,0,0,0,0,0,0,24,29.63,14,40,0,,0,,0,0
,Ray  Davis,BUF,RB,1,0,0,0,0,0,0,0,2,3.077,2,6.897,0,,0,,,
,Brashard  Smith,KC,RB,1,1,0,0,0,1,0,0,10,17.241,5,13.514,2.703,0,0,0,4,7.018
,Tyquan  Thornton,KC,WR,1,1,0,0,0,1,0,0,13,22.414,13,35.135,2.703,0,0,0,,
,Noah  Gray,KC,TE,1,1,0,0,0,1,0,0,22,37.931,10,27.027,2.703,1,100,2.632,1,1.754
,Jeremy  McNichols,WAS,RB,1,0,0,0,0,0,0,0,15,21.127,10,38.462,0,,0,,1,1.613
,Chris  Moore,WAS,WR,1,0,0,0,0,0,0,0,46,64.789,21,80.769,0,,0,,0,0
,Ben  Sinnott,WAS,TE,1,0,0,0,0,0,0,0,17,23.944,3,11.538,0,,0,,0,0
,Brevyn  Spann-Ford,DAL,TE,1,0,0,0,0,0,0,0,9,13.043,2,4.545,0,,0,,0,0
,Javonte  Williams,DAL,RB,1,1,1,0,0,1,1,0,56,81.159,37,84.091,2.273,0,0,0,16,24.615
,Jalen  Tolbert,DAL,WR,1,0,0,0,0,0,0,0,7,10.145,4,9.091,0,,0,,0,0
,Zay  Jones,ARZ,WR,1,0,0,0,0,0,0,0,33,50,17,47.222,0,,0,,0,0
,Greg  Dortch,ARZ,WR,1,0,0,0,0,0,0,0,15,22.727,12,33.333,0,,0,,1,1.538
,Hunter  Luepke,DAL,FB,1,0,0,0,0,0,0,0,4,5.797,2,4.545,0,,0,,0,0
,Emari  Demercado,ARZ,RB,1,1,1,-1,0,1,1,-1,27,40.909,13,36.111,2.778,0,0,0,15,23.077
,J.K.  Dobbins,DEN,RB,1,1,1,-2,0,1,1,-2,29,46.774,9,23.684,2.632,0,0,0,16,26.23
,Jaylen  Warren,PIT,RB,1,2,2,-2,0,2,2,-2,35,56.452,17,44.737,5.263,0,0,0,18,29.508
,Bhayshul  Tuten,JAX,RB,1,1,1,-3,0,1,1,-3,20,24.691,5,14.286,2.857,0,0,0,10,12.987
